accession_id,virus_name,collection_date
EPI_ISL_1134638,hCoV-19/USA/GA-CDC-STM-000013347/2021,2021-02-11
EPI_ISL_803460,hCoV-19/USA/WI-WSLH-201220/2020,2020-10-23
EPI_ISL_913565,hCoV-19/USA/MN-MDH-2553/2021,2021-01-02
EPI_ISL_982370,hCoV-19/USA/MN-MDH-2598/2021,2021-01-03
EPI_ISL_942833,hCoV-19/USA/WI-GMF-49268/2021,2021-01-14
EPI_ISL_747080,hCoV-19/USA/WI-CDC-2-3693678/2020,2020-11-07
EPI_ISL_1132772,hCoV-19/USA/MN-MDH-2904/2021,2021-02-01
EPI_ISL_802591,hCoV-19/USA/MN-MDH-2270/2020,2020-12-27
EPI_ISL_913568,hCoV-19/USA/MN-MDH-2556/2021,2021-01-04
EPI_ISL_913729,hCoV-19/USA/MN-MDH-2341/2021,2021-01-06
EPI_ISL_983995,hCoV-19/USA/WI-WSLH-210105/2021,2021-01-06
EPI_ISL_984114,hCoV-19/USA/WI-WSLH-210324/2021,2021-01-12
EPI_ISL_983996,hCoV-19/USA/WI-WSLH-210106/2021,2021-01-06
EPI_ISL_984115,hCoV-19/USA/WI-WSLH-210325/2021,2021-01-12
EPI_ISL_984148,hCoV-19/USA/WI-WSLH-210363/2021,2021-01-18
EPI_ISL_984211,hCoV-19/USA/WI-WSLH-210959/2021,2021-01-25
EPI_ISL_1067866,hCoV-19/USA/WI-WSLH-211069/2021,2021-02-01
EPI_ISL_873225,hCoV-19/USA/MN-MDH-2366/2020,2020-12-21
EPI_ISL_723151,hCoV-19/USA/MN-MDH-2200/2020,2020-11-24
EPI_ISL_966749,hCoV-19/USA/LA-CDC-STM-000004204/2021,2021-01-20
EPI_ISL_1064394,hCoV-19/USA/MN-MDH-2843/2021,2021-02-05
EPI_ISL_1132782,hCoV-19/USA/MN-MDH-2915/2021,2021-01-28
EPI_ISL_1089217,hCoV-19/USA/MN-CDC-STM-000011068/2021,2021-02-09
EPI_ISL_1089203,hCoV-19/USA/MN-CDC-STM-000011042/2021,2021-02-08
EPI_ISL_1089235,hCoV-19/USA/MN-CDC-STM-000011047/2021,2021-02-08
EPI_ISL_1089205,hCoV-19/USA/MN-CDC-STM-000011066/2021,2021-02-09
EPI_ISL_1038762,hCoV-19/USA/MN-CDC-LC0012711/2021,2021-01-30
EPI_ISL_1016619,hCoV-19/USA/MN-CDC-STM-000008495/2021,2021-02-01
EPI_ISL_1132767,hCoV-19/USA/MN-MDH-2899/2021,2021-02-01
EPI_ISL_1134287,hCoV-19/USA/MN-CDC-STM-000012705/2021,2021-02-05
EPI_ISL_1134296,hCoV-19/USA/MN-CDC-STM-000012706/2021,2021-02-05
EPI_ISL_1029616,hCoV-19/USA/IL-CDC-LC0001734/2020,2020-12-27
EPI_ISL_966882,hCoV-19/USA/IN-CDC-STM-000005930/2021,2021-01-28
EPI_ISL_1161385,hCoV-19/USA/IN-CDC-LC0019063/2021,2021-02-13
EPI_ISL_1160954,hCoV-19/USA/IN-CDC-LC0017088/2021,2021-02-10
EPI_ISL_1088959,hCoV-19/USA/IN-CDC-STM-000008893/2021,2021-02-02
EPI_ISL_1134528,hCoV-19/USA/NC-CDC-STM-000013133/2021,2021-02-11
EPI_ISL_1032281,hCoV-19/USA/IL-CDC-LC0008744/2021,2021-01-21
EPI_ISL_1068310,hCoV-19/USA/AK-PHL6881/2021,2021-01-28
EPI_ISL_1068306,hCoV-19/USA/AK-PHL6877/2021,2021-01-28
EPI_ISL_1061308,hCoV-19/USA/AK-PHL6928/2021,2021-01-28
EPI_ISL_1068307,hCoV-19/USA/AK-PHL6878/2021,2021-01-28
EPI_ISL_1068309,hCoV-19/USA/AK-PHL6880/2021,2021-01-28
EPI_ISL_888150,hCoV-19/USA/FL-CDC-LC00000888/2020,2020-12-26
EPI_ISL_1029337,hCoV-19/USA/FL-CDC-LC0000888/2020,2020-12-26
EPI_ISL_1032505,hCoV-19/USA/NE-CDC-LC0008655/2021,2021-01-20
EPI_ISL_886530,hCoV-19/USA/NE-CDC-LC0003217/2021,2021-01-10
EPI_ISL_1121091,hCoV-19/USA/NE-M25712/2021,2021-02-01
EPI_ISL_1121138,hCoV-19/USA/NE-X55252/2021,2021-01-31
EPI_ISL_1038773,hCoV-19/USA/NE-CDC-LC0012952/2021,2021-02-01
EPI_ISL_1091687,hCoV-19/USA/NE-USAFSAM-S0719/2021,2021-02-05
EPI_ISL_904086,hCoV-19/USA/NM-DOH-2021027936/2021,2021-01-18
EPI_ISL_824534,hCoV-19/USA/NM-DOH-2020646678/2020,2020-12-29
EPI_ISL_1163021,hCoV-19/USA/FL-CDC-LC0014110/2021,2021-02-08
EPI_ISL_1160937,hCoV-19/USA/WI-CDC-LC0017026/2021,2021-02-10
EPI_ISL_1134102,hCoV-19/USA/IN-CDC-STM-000012316/2021,2021-02-10
EPI_ISL_886611,hCoV-19/USA/WI-CDC-LC0004098/2021,2021-01-02
EPI_ISL_906156,hCoV-19/USA/WI-UW-2975/2021,2021-01-12
EPI_ISL_872822,hCoV-19/USA/WI-UW-2888/2021,2021-01-12
EPI_ISL_831628,hCoV-19/USA/WI-UW-2744/2021,2021-01-05
EPI_ISL_983885,hCoV-19/USA/WI-WSLH-202149/2021,2021-01-04
EPI_ISL_831595,hCoV-19/USA/WI-UW-2806/2021,2021-01-04
EPI_ISL_942251,hCoV-19/USA/WI-WSLH-202031/2020,2020-12-14
EPI_ISL_942252,hCoV-19/USA/WI-WSLH-202032/2020,2020-12-14
EPI_ISL_942180,hCoV-19/USA/WI-WSLH-201896/2020,2020-12-09
EPI_ISL_942318,hCoV-19/USA/WI-WSLH-202106/2020,2020-12-17
EPI_ISL_942260,hCoV-19/USA/WI-WSLH-202043/2020,2020-12-15
EPI_ISL_942276,hCoV-19/USA/WI-WSLH-202060/2020,2020-12-17
EPI_ISL_983904,hCoV-19/USA/WI-WSLH-202187/2020,2020-12-31
EPI_ISL_1089068,hCoV-19/USA/GA-CDC-STM-000010281/2021,2021-02-06
EPI_ISL_728038,hCoV-19/USA/WI-UW-2269/2020,2020-11-18
EPI_ISL_728040,hCoV-19/USA/WI-UW-2271/2020,2020-11-17
EPI_ISL_1139851,hCoV-19/USA/CA-CDC-22058242/2021,2021-02-09
EPI_ISL_1030403,hCoV-19/USA/CA-CZB-19810/2020,2020-12-26
EPI_ISL_1030401,hCoV-19/USA/CA-CZB-19808/2020,2020-12-26
EPI_ISL_605774,hCoV-19/USA/WI-UW-1905/2020,2020-09-17
EPI_ISL_677339,hCoV-19/USA/WI-UW-1930/2020,2020-09-24
EPI_ISL_683727,hCoV-19/USA/MN-MDH-2098/2020,2020-10-15
EPI_ISL_708502,hCoV-19/USA/MN-MDH-2164/2020,2020-12-04
EPI_ISL_768398,hCoV-19/USA/LA-EVTL1129/2020,2020-12-07
EPI_ISL_803416,hCoV-19/USA/WI-WSLH-201177/2020,2020-10-26
EPI_ISL_803446,hCoV-19/USA/WI-WSLH-201206/2020,2020-10-20
EPI_ISL_803477,hCoV-19/USA/WI-WSLH-201237/2020,2020-10-30
EPI_ISL_803590,hCoV-19/USA/WI-WSLH-201364/2020,2020-09-28
EPI_ISL_803724,hCoV-19/USA/WI-WSLH-201586/2020,2020-09-24
EPI_ISL_803729,hCoV-19/USA/WI-WSLH-201591/2020,2020-10-05
EPI_ISL_803732,hCoV-19/USA/WI-WSLH-201594/2020,2020-10-06
EPI_ISL_803735,hCoV-19/USA/WI-WSLH-201597/2020,2020-10-07
EPI_ISL_803737,hCoV-19/USA/WI-WSLH-201599/2020,2020-10-08
EPI_ISL_803764,hCoV-19/USA/WI-WSLH-201628/2020,2020-10-12
EPI_ISL_803766,hCoV-19/USA/WI-WSLH-201630/2020,2020-10-12
EPI_ISL_803768,hCoV-19/USA/WI-WSLH-201632/2020,2020-10-13
EPI_ISL_803776,hCoV-19/USA/WI-WSLH-201640/2020,2020-10-16
EPI_ISL_803785,hCoV-19/USA/WI-WSLH-201649/2020,2020-10-16
EPI_ISL_803797,hCoV-19/USA/WI-WSLH-201664/2020,2020-10-15
EPI_ISL_803815,hCoV-19/USA/WI-WSLH-201518/2020,2020-10-20
EPI_ISL_803819,hCoV-19/USA/WI-WSLH-201521/2020,2020-10-21
EPI_ISL_803824,hCoV-19/USA/WI-WSLH-201526/2020,2020-10-20
EPI_ISL_803827,hCoV-19/USA/WI-WSLH-201529/2020,2020-10-21
EPI_ISL_873259,hCoV-19/USA/MN-MDH-2401/2021,2021-01-08
EPI_ISL_913585,hCoV-19/USA/MN-MDH-2573/2021,2021-01-06
EPI_ISL_936817,hCoV-19/USA/IL-NM-5295/2020,2020-12-29
EPI_ISL_942018,hCoV-19/USA/WI-WSLH-201688/2020,2020-10-19
EPI_ISL_942067,hCoV-19/USA/WI-WSLH-201744/2020,2020-10-19
EPI_ISL_942068,hCoV-19/USA/WI-WSLH-201745/2020,2020-10-19
EPI_ISL_965091,hCoV-19/USA/WY-WPHL-21011245/2021,2021-01-19
EPI_ISL_1023692,hCoV-19/USA/WY-WPHL-20172252/2020,2020-12-30
EPI_ISL_1032598,hCoV-19/USA/WY-WPHL-20171901/2020,2020-12-29
EPI_ISL_1060029,hCoV-19/USA/WY-WPHL-20169810/2020,2020-12-22
EPI_ISL_1094862,hCoV-19/USA/WY-CDC-2-3912205/2021,2021-01-15
EPI_ISL_1134705,hCoV-19/USA/IL-CDC-STM-000013439/2021,2021-02-13
EPI_ISL_1157558,hCoV-19/USA/IL-NM-6660/2021,2021-02-10
EPI_ISL_942019,hCoV-19/USA/WI-WSLH-201689/2020,2020-10-19
EPI_ISL_942065,hCoV-19/USA/WI-WSLH-201742/2020,2020-10-19
EPI_ISL_942066,hCoV-19/USA/WI-WSLH-201743/2020,2020-10-19
EPI_ISL_803731,hCoV-19/USA/WI-WSLH-201593/2020,2020-10-06
EPI_ISL_803772,hCoV-19/USA/WI-WSLH-201636/2020,2020-10-15
EPI_ISL_803770,hCoV-19/USA/WI-WSLH-201634/2020,2020-10-13
EPI_ISL_942020,hCoV-19/USA/WI-WSLH-201691/2020,2020-10-19
EPI_ISL_942221,hCoV-19/USA/WI-WSLH-201995/2020,2020-12-11
EPI_ISL_803803,hCoV-19/USA/WI-WSLH-201670/2020,2020-10-16
EPI_ISL_677440,hCoV-19/USA/WI-UW-2034/2020,2020-09-24
EPI_ISL_708474,hCoV-19/USA/MN-MDH-2136/2020,2020-11-06
EPI_ISL_1075526,hCoV-19/USA/TX-HMH-MCoV-21082/2020,2020-12-31
EPI_ISL_1074410,hCoV-19/USA/TX-HMH-MCoV-19971/2021,2021-01-03
EPI_ISL_937050,hCoV-19/USA/GA-QDX-4432/2020,2020-11-05
EPI_ISL_965096,hCoV-19/USA/WY-WPHL-21011345/2021,2021-01-19
EPI_ISL_737174,hCoV-19/USA/MI-MDHHS-SC22601/2020,2020-11-24
EPI_ISL_707860,hCoV-19/USA/MI-UM-10036787921/2020,2020-11-04
EPI_ISL_707879,hCoV-19/USA/MI-UM-10036784725/2020,2020-11-04
EPI_ISL_1094952,hCoV-19/USA/KY-CDC-2-3850544/2021,2021-01-26
EPI_ISL_1084722,hCoV-19/USA/OH-ODH-SC1033605/2021,2021-01-19
EPI_ISL_707856,hCoV-19/USA/MI-UM-10036797730/2020,2020-11-05
EPI_ISL_650068,hCoV-19/USA/MI-UM-10036660941/2020,2020-10-28
EPI_ISL_682203,hCoV-19/USA/MI-UM-10036766200/2020,2020-11-03
EPI_ISL_728491,hCoV-19/USA/MI-UM-10036849861/2020,2020-11-09
EPI_ISL_1139707,hCoV-19/USA/PA-CDC-22057397/2021,2021-02-14
EPI_ISL_1161021,hCoV-19/USA/GA-CDC-LC0017369/2021,2021-02-15
EPI_ISL_1038632,hCoV-19/USA/GA-CDC-LC0012825/2021,2021-02-01
EPI_ISL_1036895,hCoV-19/USA/SC-USAFSAM-S0269/2021,2021-01-06
EPI_ISL_1036904,hCoV-19/USA/SC-USAFSAM-S0289/2021,2021-01-12
EPI_ISL_1032248,hCoV-19/USA/NC-CDC-LC0010028/2021,2021-01-23
EPI_ISL_1032249,hCoV-19/USA/NC-CDC-LC0010029/2021,2021-01-23
EPI_ISL_728384,hCoV-19/USA/MI-UM-10036806081/2020,2020-11-05
EPI_ISL_1095315,hCoV-19/USA/SC-CDC-2-3859359/2021,2021-02-01
EPI_ISL_1095308,hCoV-19/USA/SC-CDC-2-3859261/2021,2021-02-01
EPI_ISL_1089420,hCoV-19/USA/NC-CDC-STM-000011884/2021,2021-02-09
EPI_ISL_888021,hCoV-19/USA/NC-CDC-LC00002239/2020,2020-12-28
EPI_ISL_1029761,hCoV-19/USA/NC-CDC-LC0002239/2020,2020-12-28
EPI_ISL_1158307,hCoV-19/USA/MI-MDHHS-SC24163/2021,2021-02-12
EPI_ISL_1163238,hCoV-19/USA/SC-CDC-LC0015266/2021,2021-02-10
EPI_ISL_1058796,hCoV-19/USA/MI-MDHHS-SC23501/2021,2021-01-29
EPI_ISL_982709,hCoV-19/USA/NC-USAFSAM-S0209/2021,2021-01-13
EPI_ISL_1163140,hCoV-19/USA/NC-CDC-LC0016022/2021,2021-02-11
EPI_ISL_1090777,hCoV-19/USA/FL-CDC-21754746/2021,2021-02-04
EPI_ISL_1159574,hCoV-19/USA/MI-CDC-22053981/2021,2021-02-15
EPI_ISL_1058800,hCoV-19/USA/MI-MDHHS-SC23505/2021,2021-02-02
EPI_ISL_1137181,hCoV-19/USA/PA-MGEL-01579/2021,2021-02-02
EPI_ISL_1030362,hCoV-19/USA/CA-CZB-23296/2021,2021-01-13
EPI_ISL_914707,hCoV-19/USA/MD-MDH-0699/2021,2021-01-19
EPI_ISL_914711,hCoV-19/USA/MD-MDH-0704/2021,2021-01-19
EPI_ISL_913226,hCoV-19/USA/MI-UM-10036986355/2020,2020-11-17
EPI_ISL_903738,hCoV-19/USA/MN-CDC-2-3768766/2020,2020-12-15
EPI_ISL_770799,hCoV-19/USA/MN-MDH-2225/2020,2020-12-14
EPI_ISL_802578,hCoV-19/USA/MN-MDH-2257/2020,2020-12-26
EPI_ISL_682111,hCoV-19/USA/MI-UM-10036742126/2020,2020-11-02
EPI_ISL_682220,hCoV-19/USA/MI-UM-10036767331/2020,2020-11-03
EPI_ISL_1133055,hCoV-19/USA/MI-UM-10037064843/2020,2020-11-21
EPI_ISL_682218,hCoV-19/USA/MI-UM-10036764505/2020,2020-11-03
EPI_ISL_707882,hCoV-19/USA/MI-UM-10036802137/2020,2020-11-05
EPI_ISL_1008861,hCoV-19/USA/MI-MDHHS-SC23378/2021,2021-01-19
EPI_ISL_961554,hCoV-19/USA/MI-MDHHS-SC23258/2021,2021-01-03
EPI_ISL_708582,hCoV-19/USA/MI-MDHHS-SC22481/2020,2020-10-30
EPI_ISL_804798,hCoV-19/USA/MI-MDHHS-SC22912/2020,2020-11-24
EPI_ISL_605759,hCoV-19/USA/WI-UW-1890/2020,2020-09-22
EPI_ISL_1038669,hCoV-19/USA/GA-CDC-LC0013686/2021,2021-02-02
EPI_ISL_1020497,hCoV-19/USA/NY-Wadsworth-21007432-01/2020,2020-12-29
EPI_ISL_1086892,hCoV-19/USA/GA-CDC-21488174/2021,2021-01-26
EPI_ISL_1086890,hCoV-19/USA/GA-CDC-21488164/2021,2021-01-25
EPI_ISL_1086996,hCoV-19/USA/GA-CDC-21488181/2021,2021-01-26
EPI_ISL_1087189,hCoV-19/USA/GA-CDC-21487079/2021,2021-01-24
EPI_ISL_1139986,hCoV-19/USA/CA-CDC-22060371/2021,2021-02-08
EPI_ISL_1036920,hCoV-19/USA/SC-USAFSAM-S0317/2021,2021-01-25
EPI_ISL_804711,hCoV-19/USA/MI-MDHHS-SC22753/2020,2020-11-20
EPI_ISL_737302,hCoV-19/USA/MI-MDHHS-SC22688/2020,2020-11-25
EPI_ISL_1038640,hCoV-19/USA/IA-CDC-LC0012979/2021,2021-02-01
EPI_ISL_886316,hCoV-19/USA/IA-CDC-LC0004145/2021,2021-01-02
EPI_ISL_1029657,hCoV-19/USA/IL-CDC-LC0001878/2020,2020-12-26
EPI_ISL_888113,hCoV-19/USA/IL-CDC-LC00001878/2020,2020-12-26
EPI_ISL_906224,hCoV-19/USA/IL-UW-3062/2021,2021-01-19
EPI_ISL_831553,hCoV-19/USA/WI-UW-2761/2021,2021-01-01
EPI_ISL_914024,hCoV-19/USA/IL-CDC-9MQK-8905/2021,2021-01-09
EPI_ISL_728023,hCoV-19/USA/WI-UW-2254/2020,2020-10-07
EPI_ISL_888133,hCoV-19/USA/WI-CDC-LC00001755/2020,2020-12-26
EPI_ISL_1159842,hCoV-19/USA/WI-WSLH-211282/2021,2021-02-08
EPI_ISL_984165,hCoV-19/USA/WI-WSLH-210907/2021,2021-01-21
EPI_ISL_1094593,hCoV-19/USA/WI-CDC-2-3850524/2021,2021-01-19
EPI_ISL_1029624,hCoV-19/USA/WI-CDC-LC0001755/2020,2020-12-26
EPI_ISL_1029661,hCoV-19/USA/WI-CDC-LC0001890/2020,2020-12-26
EPI_ISL_942117,hCoV-19/USA/WI-WSLH-201801/2020,2020-12-03
EPI_ISL_1078912,hCoV-19/USA/TX-HMH-MCoV-24358/2021,2021-01-16
EPI_ISL_978432,hCoV-19/USA/AZ-ASPHL-3598/2021,2021-01-23
EPI_ISL_1122225,hCoV-19/USA/OR-OHSU-9590/2021,2021-01-09
EPI_ISL_605431,hCoV-19/USA/WI-UW-1553/2020,2020-09-15
EPI_ISL_967588,hCoV-19/USA/HI-H210811/2021,2021-01-04
EPI_ISL_967589,hCoV-19/USA/HI-H210812/2021,2021-01-05
EPI_ISL_984003,hCoV-19/USA/WI-WSLH-210113/2021,2021-01-11
EPI_ISL_803480,hCoV-19/USA/WI-WSLH-201240/2020,2020-11-02
EPI_ISL_967916,hCoV-19/USA/AZ-TG710904/2021,2021-01-11
EPI_ISL_779363,hCoV-19/USA/WI-UW-2532/2020,2020-12-29
EPI_ISL_728146,hCoV-19/USA/WI-UW-2381/2020,2020-10-29
EPI_ISL_803655,hCoV-19/USA/WI-WSLH-201432/2020,2020-10-12
EPI_ISL_884701,hCoV-19/USA/VA-CDC-STM-0000014-D01/2021,2021-01-12
EPI_ISL_803779,hCoV-19/USA/WI-WSLH-201643/2020,2020-10-14
EPI_ISL_803343,hCoV-19/USA/WI-WSLH-201101/2020,2020-09-14
EPI_ISL_803821,hCoV-19/USA/WI-WSLH-201523/2020,2020-10-19
EPI_ISL_1157493,hCoV-19/USA/IL-NM-6393/2021,2021-01-21
EPI_ISL_1032602,hCoV-19/USA/WY-WPHL-20168609/2020,2020-12-20
EPI_ISL_1017814,hCoV-19/USA/WI-UW-3219/2021,2021-01-27
EPI_ISL_906149,hCoV-19/USA/WI-UW-2968/2021,2021-01-12
EPI_ISL_906154,hCoV-19/USA/WI-UW-2973/2021,2021-01-12
EPI_ISL_903871,hCoV-19/USA/NC-CDC-2-3767460/2020,2020-12-23
EPI_ISL_1087096,hCoV-19/USA/LA-CDC-21490006/2021,2021-01-25
EPI_ISL_1064391,hCoV-19/USA/MN-MDH-2832/2021,2021-02-02
EPI_ISL_982397,hCoV-19/USA/MN-MDH-2630/2021,2021-01-12
EPI_ISL_903310,hCoV-19/USA/MN-MDH-2503/2021,2021-01-04
EPI_ISL_770798,hCoV-19/USA/MN-MDH-2224/2020,2020-12-11
EPI_ISL_906260,hCoV-19/USA/WI-UW-3093/2020,2020-12-02
EPI_ISL_906258,hCoV-19/USA/TX-UW-3091/2020,2020-12-03
EPI_ISL_906261,hCoV-19/USA/WI-UW-3094/2020,2020-12-02
EPI_ISL_873234,hCoV-19/USA/MN-MDH-2376/2020,2020-12-27
EPI_ISL_903262,hCoV-19/USA/MN-MDH-2447/2020,2020-12-26
EPI_ISL_913731,hCoV-19/USA/MN-MDH-2343/2021,2021-01-05
EPI_ISL_913734,hCoV-19/USA/MN-MDH-2346/2021,2021-01-04
EPI_ISL_613490,hCoV-19/USA/MN-MDH-1936/2020,2020-09-30
EPI_ISL_856962,hCoV-19/USA/WY-WPHL-21000578/2021,2021-01-04
EPI_ISL_832048,hCoV-19/USA/WY-WPHL-20170861/2020,2020-12-27
EPI_ISL_819285,hCoV-19/USA/WY-WPHL-21000768/2021,2021-01-04
EPI_ISL_819282,hCoV-19/USA/WY-WPHL-21000679/2021,2021-01-04
EPI_ISL_819264,hCoV-19/USA/WY-WPHL-21001649/2021,2021-01-05
EPI_ISL_677459,hCoV-19/USA/WI-UW-2054/2020,2020-10-02
EPI_ISL_911677,hCoV-19/USA/AK-PHL6584/2020,2020-11-30
EPI_ISL_911680,hCoV-19/USA/AK-PHL6587/2020,2020-11-30
EPI_ISL_1094712,hCoV-19/USA/AK-CDC-2-3829906/2021,2021-01-05
EPI_ISL_1049509,hCoV-19/USA/AK-PHL6786/2020,2020-12-29
EPI_ISL_677523,hCoV-19/USA/WI-UW-2118/2020,2020-10-08
EPI_ISL_728090,hCoV-19/USA/WI-UW-2324/2020,2020-11-21
EPI_ISL_942297,hCoV-19/USA/WI-WSLH-202081/2020,2020-12-14
EPI_ISL_942611,hCoV-19/USA/MN-GMF-39417/2020,2020-12-05
EPI_ISL_942236,hCoV-19/USA/WI-WSLH-202012/2020,2020-12-10
EPI_ISL_661157,hCoV-19/USA/WI-GMF-32604/2020,2020-11-09
EPI_ISL_661064,hCoV-19/USA/WI-GMF-30893/2020,2020-11-02
EPI_ISL_942257,hCoV-19/USA/WI-WSLH-202040/2020,2020-12-14
EPI_ISL_803596,hCoV-19/USA/WI-WSLH-201370/2020,2020-10-01
EPI_ISL_803633,hCoV-19/USA/WI-WSLH-201408/2020,2020-10-05
EPI_ISL_803834,hCoV-19/USA/WI-WSLH-201537/2020,2020-10-19
EPI_ISL_728086,hCoV-19/USA/WI-UW-2320/2020,2020-11-13
EPI_ISL_605485,hCoV-19/USA/WI-UW-1608/2020,2020-09-17
EPI_ISL_942891,hCoV-19/USA/WI-GMF-51793/2021,2021-01-26
EPI_ISL_1159578,hCoV-19/USA/IL-CDC-22054668/2021,2021-02-15
EPI_ISL_888518,hCoV-19/USA/WI-CDC-LC00001873/2020,2020-12-27
EPI_ISL_1029655,hCoV-19/USA/WI-CDC-LC0001873/2020,2020-12-27
EPI_ISL_779376,hCoV-19/USA/WI-UW-2547/2020,2020-12-29
EPI_ISL_779362,hCoV-19/USA/WI-UW-2531/2020,2020-12-30
EPI_ISL_791102,hCoV-19/USA/WI-UW-2584/2021,2021-01-04
EPI_ISL_887998,hCoV-19/USA/WI-CDC-LC00001838/2020,2020-12-26
EPI_ISL_1029643,hCoV-19/USA/WI-CDC-LC0001838/2020,2020-12-26
EPI_ISL_872894,hCoV-19/USA/WI-UW-2963/2021,2021-01-12
EPI_ISL_1067882,hCoV-19/USA/WI-WSLH-211047/2021,2021-01-26
EPI_ISL_872841,hCoV-19/USA/WI-UW-2908/2021,2021-01-12
EPI_ISL_984005,hCoV-19/USA/WI-WSLH-210115/2021,2021-01-11
EPI_ISL_831501,hCoV-19/USA/WI-UW-2674/2020,2020-12-23
EPI_ISL_906244,hCoV-19/USA/WI-UW-3036/2021,2021-01-18
EPI_ISL_906228,hCoV-19/USA/WI-UW-3020/2021,2021-01-19
EPI_ISL_872805,hCoV-19/USA/WI-UW-2870/2021,2021-01-12
EPI_ISL_1159866,hCoV-19/USA/WI-WSLH-211313/2021,2021-02-13
EPI_ISL_1078627,hCoV-19/USA/TX-HMH-MCoV-24073/2021,2021-01-15
EPI_ISL_906164,hCoV-19/USA/WI-UW-2983/2021,2021-01-05
EPI_ISL_872851,hCoV-19/USA/WI-UW-2918/2021,2021-01-08
EPI_ISL_872849,hCoV-19/USA/WI-UW-2916/2021,2021-01-08
EPI_ISL_962135,hCoV-19/USA/IL-IDPH-I-000828/2021,2021-01-04
EPI_ISL_831533,hCoV-19/USA/WI-UW-2712/2021,2021-01-07
EPI_ISL_1067850,hCoV-19/USA/WI-WSLH-211004/2021,2021-02-02
EPI_ISL_1017803,hCoV-19/USA/WI-UW-3206/2021,2021-01-27
EPI_ISL_1017811,hCoV-19/USA/WI-UW-3216/2021,2021-01-27
EPI_ISL_942035,hCoV-19/USA/WI-WSLH-201707/2020,2020-12-22
EPI_ISL_943895,hCoV-19/USA/UT-UPHL-2101288876/2021,2021-01-15
EPI_ISL_1067907,hCoV-19/USA/WI-WSLH-210189/2020,2020-12-27
EPI_ISL_1067905,hCoV-19/USA/WI-WSLH-210187/2020,2020-12-27
EPI_ISL_848532,hCoV-19/USA/IL-IDPH-I-000420/2020,2020-11-30
EPI_ISL_1067906,hCoV-19/USA/WI-WSLH-210188/2020,2020-12-27
EPI_ISL_1157481,hCoV-19/USA/IL-NM-6397/2021,2021-01-21
EPI_ISL_942768,hCoV-19/USA/WI-GMF-45719/2020,2020-12-31
EPI_ISL_872833,hCoV-19/USA/WI-UW-2899/2021,2021-01-12
EPI_ISL_913522,hCoV-19/USA/MN-MDH-2509/2020,2020-12-27
EPI_ISL_913530,hCoV-19/USA/MN-MDH-2517/2020,2020-12-29
EPI_ISL_1159837,hCoV-19/USA/WI-WSLH-211275/2021,2021-01-29
EPI_ISL_984179,hCoV-19/USA/WI-WSLH-210921/2021,2021-01-29
EPI_ISL_984180,hCoV-19/USA/WI-WSLH-210922/2021,2021-01-29
EPI_ISL_984183,hCoV-19/USA/WI-WSLH-210925/2021,2021-01-29
EPI_ISL_984218,hCoV-19/USA/WI-WSLH-210967/2021,2021-01-29
EPI_ISL_984219,hCoV-19/USA/WI-WSLH-210968/2021,2021-01-29
EPI_ISL_984220,hCoV-19/USA/WI-WSLH-210969/2021,2021-01-29
EPI_ISL_984221,hCoV-19/USA/WI-WSLH-210970/2021,2021-01-29
EPI_ISL_1086524,hCoV-19/USA/WI-CDC-21529752/2021,2021-01-29
EPI_ISL_984216,hCoV-19/USA/WI-WSLH-210965/2021,2021-01-29
EPI_ISL_728095,hCoV-19/USA/WI-UW-2329/2020,2020-11-27
EPI_ISL_1090500,hCoV-19/USA/FL-CDC-21871602/2021,2021-02-09
EPI_ISL_913520,hCoV-19/USA/MN-MDH-2507/2020,2020-12-27
EPI_ISL_873218,hCoV-19/USA/MN-MDH-2359/2020,2020-12-10
EPI_ISL_1086354,hCoV-19/USA/FL-CDC-21398111/2021,2021-01-23
EPI_ISL_770804,hCoV-19/USA/MN-MDH-2230/2020,2020-12-02
EPI_ISL_1021744,hCoV-19/USA/MN-CDC-LC0006595/2021,2021-01-18
EPI_ISL_1090930,hCoV-19/USA/FL-CDC-21869076/2021,2021-02-08
EPI_ISL_1089381,hCoV-19/USA/FL-CDC-STM-000010668/2021,2021-02-07
EPI_ISL_1134461,hCoV-19/USA/FL-CDC-STM-000013049/2021,2021-02-10
EPI_ISL_1090511,hCoV-19/USA/FL-CDC-21871815/2021,2021-02-09
EPI_ISL_1090940,hCoV-19/USA/FL-CDC-21872581/2021,2021-02-08
EPI_ISL_1113848,hCoV-19/USA/MA-CDC-21996860/2021,2021-02-11
EPI_ISL_677338,hCoV-19/USA/WI-UW-1929/2020,2020-10-05
EPI_ISL_803566,hCoV-19/USA/WI-WSLH-201340/2020,2020-09-29
EPI_ISL_803634,hCoV-19/USA/WI-WSLH-201409/2020,2020-10-05
EPI_ISL_906160,hCoV-19/USA/WI-UW-2979/2021,2021-01-12
EPI_ISL_940721,hCoV-19/USA/WI-MPHL-U1050090/2021,2021-01-04
EPI_ISL_831558,hCoV-19/USA/WI-UW-2775/2021,2021-01-04
EPI_ISL_906161,hCoV-19/USA/WI-UW-2980/2021,2021-01-05
EPI_ISL_831622,hCoV-19/USA/WI-UW-2839/2021,2021-01-04
EPI_ISL_831570,hCoV-19/USA/WI-UW-2791/2021,2021-01-04
